name,garnish,serving_suggestion,ingredients,steps,review_count,url,website,image_url
The Democrat,Lemon slice,"Serve in a Collins glass
Photographed in an UB Koto Collins 35cl","['2 shot Bourbon whiskey', '1⁄2 shot Giffard Crème de Pêche de Vigne liqueur', '2⁄3 shot Honey syrup (3 honey to 1 water)', '1 shot Lemon juice (freshly squeezed)']",SHAKE with ice and strain into glass filled with crushed ice.,6,https://www.diffordsguide.com/cocktails/recipe/2374/the-democrat,diffords,https://cdn.diffords.com/contrib/stock-images/2020/11/5fa28d844a706.jpg
Devil's Cocktail,Lemon zest twist,Serve in a Coupe glass,"['2 shot Tawny port', '1 1⁄2 shot Martini Extra Dry vermouth', '1⁄4 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into a chilled glass.,2,https://www.diffordsguide.com/cocktails/recipe/2375/devils-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/30/20165f8425c8eb921fb0472a915dfe8b76c2.jpg
Devil's Share,Orange zest twist,Serve in an Old-fashioned glass,"['2 slice Root ginger (thumbnail-sized slice)', '2 shot Bourbon whiskey', '3⁄4 shot Orange juice (freshly squeezed)', '3⁄4 shot Lemon juice (freshly squeezed)', '5⁄12 shot Maple syrup']","MUDDLE ginger in base of shaker. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.",5,https://www.diffordsguide.com/cocktails/recipe/2376/devils-share,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/32/201683543d646559891e8e20472369d9b74e.jpg
Dimi-tini,Grapefruit zest twist,Serve in a Martini glass,"['7 fresh Raspberries (fresh)', '2 shot Ketel One Vodka', '1⁄4 shot Cherry Heering cherry brandy liqueur', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into chilled glass.,4,https://www.diffordsguide.com/cocktails/recipe/2377/dimi-tini,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/42/20162eec5dcbf10103c647800a71fac4b1bc.jpg
Filthy Dirty Martini,Chilled olives on stick & lemon zest twist,Serve in a Martini glass,"['2 shot Rutte Dry Gin', '1⁄4 shot Martini Extra Dry vermouth', '1⁄6 shot Lime juice (freshly squeezed)', '1⁄6 shot Olive brine (from jarred olive)']",STIR all ingredients with ice and fine strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/2378/filthy-dirty-martini,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/44/2016accab80b82e280678952b70241a566df.jpg
Dixie Cosmopolitan,Cinnamon & sugar rim with orange zest twist (flamed),Serve in a Martini glass,"['2 inch Cinnamon stick', '1 shot Southern USA-style liqueur 40% (e.g. Southern Comfort)', '1 shot De Kuyper Triple Sec (40%)', '1⁄4 shot Lime cordial (sweetened lime juice)', '1 1⁄2 shot Cranberry juice (sweetened)']","Brake up section of cinnamon and drop into shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",1,https://www.diffordsguide.com/cocktails/recipe/2379/dixie-cosmopolitan,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/47/2016a2c0826a299bdbf03f6ded6473502a31.jpg
Doheny Pisco Punch,Mint sprig & pineapple slice,Serve in a Collins glass,"['12 fresh Mint leaves', '1 1⁄2 shot Pineapple juice (fresh pressed)', '2 shot BarSol Mosto Verde Italia Pisco', '3⁄4 shot Lemon juice (freshly squeezed)', '1⁄4 shot Vanilla sugar syrup', '1 dash Angostura Aromatic Bitters', 'Top up with Thomas Henry Ginger Beer']","Lightly MUDDLE (just to bruise) mint in base of shaker. Add next five ingredients, SHAKE with ice and strain into ice-filled glass. TOP with ginger beer.",5,https://www.diffordsguide.com/cocktails/recipe/2380/doheny-pisco-punch,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/52/201602d707912aea207d376b422ad86ca915.jpg
La Dolce Vita,Lemon zest twist,Serve in a Coupe glass,"['4 fresh Green grapes (seedless)', '1 shot Ketel One Vodka', '1 spoon Honey', '1 dash Orange Bitters by Angostura', 'Top up with Prosecco sparkling wine']","MUDDLE grapes in base of shaker. Add vodka, honey and bitters, SHAKE with ice and fine strain into chilled glass. TOP with prosecco.",10,https://www.diffordsguide.com/cocktails/recipe/2381/la-dolce-vita,diffords,https://cdn.diffords.com/contrib/stock-images/2016/12/42/20165a3b51278af516707e8cb32b91a775e9.jpg
Don Daisy,Lemon zest twist,Serve in a Coupe glass,"['1 1⁄2 shot Bacardi Carta Blanca light rum', '1⁄2 shot St-Germain elderflower liqueur', '1⁄2 shot Martini Extra Dry vermouth', '1⁄4 shot Lemon juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Pasteurised egg white']",SHAKE all ingredients with ice and fine strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,12,https://www.diffordsguide.com/cocktails/recipe/2382/don-daisy,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/55/201600e2a209f1c6829a429030befb06aac8.jpg
Don's Delight,Lime wedge on rim,Serve in a Coupe glass,"['1 1⁄3 shot Patrón Añejo tequila', '1⁄3 shot Bourbon whiskey', '1⁄4 shot Disaronno amaretto', '5⁄6 shot Lime juice (freshly squeezed)', '1⁄3 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Pasteurised egg white']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,22,https://www.diffordsguide.com/cocktails/recipe/2383/dons-delight,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/24/20162ca30e4e883911f14d6dcbe9960b583f.jpg
Don's Passion,Passion fruit,Serve in a Coupe glass,"['1 fresh Passion fruit (fresh fruit)', '2 shot Bacardi Carta Blanca light rum', ""1⁄2 shot Galliano L'Autentico liqueur"", '1 shot Lime juice (freshly squeezed)', '1⁄2 shot Orange juice (freshly squeezed)', '1⁄4 shot Giffard Grenadine syrup']","Cut passion fruit in half and scoop out flesh and seeds into shaker. Add next 4 ingredients, SHAKE with ice and fine strain into chilled glass. Pour grenadine into centre of drink (should sink to bottom).",1,https://www.diffordsguide.com/cocktails/recipe/2384/dons-passion,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/25/2016e5e31c2818b553ae70630a9591d12621.jpg
Dreiklang (Three of a Kind),Orange zest twist,Serve in an Old-fashioned glass,"['2 shot Patrón Reposado tequila', '1⁄2 shot Agave syrup', '2 dash Xocolatl mole bitters']",STIR all ingredients with ice and strain into ice-filled glass.,2,https://www.diffordsguide.com/cocktails/recipe/2385/dreiklang-three-of-a-kind,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/44/2016345189beb39f1fd618cd344539607f92.jpg
Dry Daiquiri,Lime wedge,Serve in a Coupe glass,"['1 2⁄3 shot Havana Club 7yo rum', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄6 shot Italian red bitter liqueur', '1⁄6 shot Passion fruit syrup', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into chilled glass.,5,https://www.diffordsguide.com/cocktails/recipe/2386/dry-daiquiri,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/46/2016d95b1667d37c494fcf1d66552f00c700.jpg
Dubonnet Cocktail No.1,Orange or lemon zest twist (optional),Serve in a Coupe glass,"['1 1⁄2 shot Rutte Dry Gin', '1 1⁄2 shot Dubonnet/French rouge aromatised wine']",STIR all ingredients with ice and strain into chilled glass.,11,https://www.diffordsguide.com/cocktails/recipe/2387/dubonnet-cocktail-no1,diffords,https://cdn.diffords.com/contrib/stock-images/2022/06/62991ea2b1be7.jpg
Dubonnet Cocktail #2,Lemon zest twist,Serve in an Old-fashioned glass,"['1 1⁄2 shot Rutte Dry Gin', '1 1⁄2 shot Dubonnet/French rouge aromatised wine', '1⁄4 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into ice-filled glass.,3,https://www.diffordsguide.com/cocktails/recipe/2388/dubonnet-cocktail-2,diffords,https://cdn.diffords.com/contrib/stock-images/2022/06/62991e0ec58cb.jpg
Dutch Martini,Olive on stick,Serve in a Martini glass,"['2 shot Ketel One Vodka', '1⁄4 shot Rutte Old Simon Genever', '1⁄6 shot Orange Curaçao liqueur', '1⁄6 shot Martini Extra Dry vermouth']",STIR all ingredients with ice and strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/2389/dutch-martini,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/58/2016c7e45898287e676184e8fa8c810a8d42.jpg
Dutch Master,White grapes,Serve in a Martini glass,"['2 shot Ketel One Vodka', '1⁄6 shot Fino sherry', '1⁄6 shot St-Germain elderflower liqueur', '1 shot Thomas Henry Tonic Water']",STIR all ingredients with ice and strain into chilled glass.,2,https://www.diffordsguide.com/cocktails/recipe/2390/dutch-master,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/59/201695df092cc9a4c856a39d9ac16aa66dfc.jpg
East Meets West Julep,Mint sprig & pomegranate seeds,Serve in an Old-fashioned glass,"['3⁄4 shot Pomegranate juice', '7 fresh Mint leaves', '2 shot Bourbon whiskey', '1⁄2 shot Honey sugar syrup', '1⁄4 shot Giffard Grenadine syrup']",SHAKE all ingredients with ice and fine strain into glass filled with crushed ice.,1,https://www.diffordsguide.com/cocktails/recipe/2391/east-meets-west-julep,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/07/2016e0f234b01f28a1f4d22d62df526b4486.jpg
East Village Athletic Club,Lime wedge,Serve in a Coupe glass,"['3⁄4 shot Patrón Silver blanco tequila', '3⁄4 shot Yellow Chartreuse liqueur', '3⁄4 shot Grand Marnier or other cognac orange liqueur', '3⁄4 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,11,https://www.diffordsguide.com/cocktails/recipe/2393/east-village-athletic-club,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/08/20169042052ce88d951f389e3f5e9ed9ee8a.jpg
Eastern Raspberry Sidecar,Sugar rim & raspberry,Serve in a Martini glass,"['7 fresh Raspberries (fresh)', '1 shot Rémy Martin 1738 Cognac', '1 shot Sake', '1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄2 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Lemon juice (freshly squeezed)']","MUDDLE raspberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",4,https://www.diffordsguide.com/cocktails/recipe/2394/eastern-raspberry-sidecar,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/12/20167d6e470c26a75f1a85dd55c06710b2f7.jpg
Eastern Sin,Pineapple wedge,Serve in a Coupe glass,"[""1 shot Dewar's 12 Year Old Scotch whisky"", '1 shot Cherry Heering cherry brandy liqueur', '1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄2 shot Martini Rosso sweet vermouth', '1⁄4 shot Pineapple juice (fresh pressed)', '1 dash Angostura Aromatic Bitters (optional)']",SHAKE all ingredients with ice and fine strain into chilled glass.,4,https://www.diffordsguide.com/cocktails/recipe/2395/eastern-sin,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/13/2016cf0c3b22ba6e4a605570ab01466990a7.jpg
1862,Orange zest twist (discarded) & Luxardo Maraschino cherry,Serve in a Martini glass,"['2 1⁄2 shot Bacardi Carta Blanca light rum', '3⁄4 shot Fino sherry', '1⁄4 shot Luxardo Maraschino liqueur', '1⁄4 shot Lemon juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1 dash Angostura Aromatic Bitters', '1⁄2 shot Pasteurised egg white']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) to emulsify and fine strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/2396/1862,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/46/2015781bd12867bb911ebd933df27eb49a54.jpg
Eighteen '97,Orange zest twist (discarded) & white grapes,Serve in a Martini glass,"['5 fresh Kumquats (chopped)', '1 1⁄2 shot Bepi Tosolini Grappa di Moscato', '1 1⁄4 shot St-Germain elderflower liqueur', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄4 shot Merlot red wine']","MUDDLE kumquats in base of shaker. Add next three ingredients, shake and fine strain into a chilled glass. FLOAT wine.",1,https://www.diffordsguide.com/cocktails/recipe/2397/eighteen-97,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/27/201624c6928d88e1b49af766148ad1eedd58.jpg
Elixir 66,Coriander leaf,Serve in a Martini glass,"['1 fresh Coriander / cilantro leaves', '1 shot Green Chartreuse liqueur', '1⁄4 shot La Fée Parisienne absinthe', '1⁄6 shot Apple Schnapps liqueur', '1⁄2 shot Lime juice (freshly squeezed)', '1 shot Apple juice', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Chilled water (omit if using wet ice)']","Lightly MUDDLE coriander in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",0,https://www.diffordsguide.com/cocktails/recipe/2398/elixir-66,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/11/2016f31b3f5f04a290d0dae12bbe875b5530.jpg
Elixirita,None,Serve in a Coupe glass,"['2 shot Patrón Reposado tequila', '1 shot Lime (fresh)', '1⁄2 shot Agave syrup', '1⁄4 shot Rémy Martin 1738 Cognac']",SHAKE all ingredients with ice and fine strain into chilled glass.,9,https://www.diffordsguide.com/cocktails/recipe/2399/elixirita,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/12/20166024bf0e59f1fdfdc25e27f022f4db57.jpg
Especie,Lime zest twist,Serve in a Coupe glass,"['1 2⁄3 shot Bacardi Carta Blanca light rum', ""2⁄3 shot Difford's Falernum liqueur"", '1⁄2 shot Chilled water (reduce if wet ice)', '2 dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and fine strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/2400/especie,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/45/2016a70a0612897fba6c96834277da1d862d.jpg
Eureka Cocktail,Lemon zest twist,Serve in a Nick & Nora glass,"['3⁄4 shot Avallen Calvados', '3⁄4 shot Rutte Sloe Gin', '1⁄6 shot Cherry Heering cherry brandy liqueur', '1⁄6 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,5,https://www.diffordsguide.com/cocktails/recipe/2401/eureka-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/55/20163f201c68e9a6557aea7559761aba9c82.jpg
Facundo's Flare,None,Serve in a Martini glass,"['1 1⁄2 shot Bacardi Carta Blanca light rum', '1⁄2 shot Bittersweet orange-red aperitivo', '1 shot Orange juice (freshly squeezed)', '1⁄2 shot Vanilla sugar syrup', '2 dash Peach bitters', '1⁄2 shot Pasteurised egg white']",SHAKE all ingredients with ice and fine strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/2402/facundos-flare,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/06/2016edcb6d31ef22958048ee0c589eb51a89.jpg
Falconi,Orange zest twist,Serve in a Coupe glass,"['1 1⁄2 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '3⁄4 shot Martini Extra Dry vermouth', '3⁄4 shot Tawny port', '1 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/2403/falconi,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/10/20160b3bda27c9a076b26ad7590a40410c9a.jpg
Fallen Angel,Mint leaf or float tip of mint sprig,"Serve in a Coupe glass
Photographed in an UB Retro Coupe 1910","['1 2⁄3 shot Rutte Dry Gin', '3⁄4 shot Lemon juice (freshly squeezed)', '1⁄12 shot Giffard Peppermint Pastille crème de menthe', '1⁄2 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1 dash Angostura Aromatic Bitters', ""2 drop Difford's Saline Solution (or ½ pinch salt)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,11,https://www.diffordsguide.com/cocktails/recipe/2404/fallen-angel,diffords,https://cdn.diffords.com/contrib/stock-images/2020/12/5fd3678aa4fb8.jpg
Fig Supreme,Fig wedge,Serve in a Coupe glass,"['2 fresh Figs', '2 shot Patrón Añejo tequila', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄4 shot Grand Marnier or other cognac orange liqueur', '1⁄4 shot Giffard Grenadine syrup']","Scoop out the flesh of figs and MUDDLE in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",1,https://www.diffordsguide.com/cocktails/recipe/2405/fig-supreme,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/43/20164857ce9dbaba61538826977ffe3c6e8f.jpg
Final Ward,Lemon zest twist,Serve in a Coupe glass,"['3⁄4 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '3⁄4 shot Green Chartreuse liqueur', '3⁄4 shot Luxardo Maraschino liqueur', '3⁄4 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,53,https://www.diffordsguide.com/cocktails/recipe/2406/final-ward,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/46/20166d225a1898e2470325b7378c4b962aaa.jpg
Fifth Degree,Lemon zest twist,Serve in a Martini glass,"['1⁄6 shot Italian red bitter liqueur', '2 shot Ketel One Vodka', '1 shot Martini Rosso sweet vermouth', '1⁄4 shot Luxardo Maraschino liqueur']","STIR Campari with ice (to coat ice and glass) and then strain to discard excess. Add other ingredients, STIR with coated ice and strain into chilled glass.",6,https://www.diffordsguide.com/cocktails/recipe/2407/fifth-degree,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/37/201674962f230d26a38042c5e76b1c2de1cf.jpg
Fitzgerald,Lemon wedge,Serve in an Old-fashioned glass,"['1 2⁄3 shot Rutte Dry Gin', '5⁄6 shot Lemon juice (freshly squeezed)', '1⁄2 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '2 dash dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and strain into ice-filled glass.,79,https://www.diffordsguide.com/cocktails/recipe/2408/fitzgerald,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/05/2016661eb12212b9ca9fdf57a3b32d8f3e51.jpg
Fizz á la Violette,None,Serve in a Fizz or Highball (8oz to 10oz),"['1 1⁄2 shot Portobello Old Tom gin', '1⁄4 shot Crème de violette liqueur', '1 shot Lemon juice (freshly squeezed)', '1⁄2 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1 shot Single cream / half-and-half', '1 shot Pasteurised egg white', 'Top up with Soda from siphon']","1/ Flash BLEND first 6 ingredients without ice (to emulsify mix). Then pour contents of blender into shaker and SHAKE with ice. Strain into chilled glass (no ice in glass) and TOP with soda from siphon.

Alternatively: 2/ SHAKE first 6 ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and strain into chilled glass (no ice). TOP with soda water from siphon.",0,https://www.diffordsguide.com/cocktails/recipe/2409/fizz-a-la-violette,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/04/20165e645841057569be254497fdac2f9691.jpg
Flame of Love Martini,Orange zest twist (flamed),Serve in a Martini glass,"['3 twist Orange peel', '2 shot Ketel One Vodka', '1⁄4 shot Fino sherry']","Pour sherry into chilled glass, swirl to coat inside and discard excess. Using a match or lighter, express and ignite the oils from the orange peel so the burnt oil coats the inside of the sherry-coated glass. SHAKE the vodka with ice and fine strain into the coated glass.",5,https://www.diffordsguide.com/cocktails/recipe/2410/flame-of-love-martini,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/05/20164c0b5543a84657d0ded90001ed7cc649.jpg
Flipping Good,Dust with grated nutmeg,Serve in a Sour or Martini/Coupette glass,"['2 shot Havana Club 7yo rum', ""1 shot Difford's Falernum liqueur"", '1 fresh Egg yolk']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/2411/flipping-good,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/16/2016cda9128512f1a5ffaa60c23494977526.jpg
Flip Williams,Dust with grated nutmeg,Serve in a Sour or Martini/Coupette glass,"['1 1⁄2 shot Bourbon whiskey', '3⁄4 shot Poire William liqueur', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Single cream / half-and-half', '2 dash Angostura Aromatic Bitters', '1 fresh Egg yolk']",SHAKE all ingredients with ice and strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/2412/flip-williams,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/15/2016e3bc85d2d86f55cb01c4a9372c0b4547.jpg
The Formosa,Orange zest twist,Serve in a Martini glass,"['2 shot Sake', '2 shot Dry white port']",STIR all ingredients with ice and strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/2413/the-formosa,diffords,https://cdn.diffords.com/contrib/stock-images/2017/1/15/2017ae2e6882efbc36f650a93f88556ebb00.jpg
Four Leaf Clover,Physalis (cape gooseberry),Serve in a Martini glass,"['1 dried Clove', '2 shot Bacardi Carta Blanca light rum', '1 shot Apple juice', '3⁄4 shot Lime juice (freshly squeezed)', '1⁄2 shot Honey sugar syrup']","MUDDLE clove in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",6,https://www.diffordsguide.com/cocktails/recipe/2414/four-leaf-clover,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/52/2016b84c963afcdaee07de3e563c180984fe.jpg
French Connection,Lemon zest twist,Serve in an Old-fashioned glass,"['1 1⁄2 shot Rémy Martin 1738 Cognac', '3⁄4 shot Disaronno amaretto']",STIR all ingredients with ice and strain into ice-filled glass.,10,https://www.diffordsguide.com/cocktails/recipe/2415/french-connection,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/20/2016821269531569f6a91f941693d46aa895.jpg
Pastis Whisky Sour,Lemon slice & Luxardo Maraschino cherry on stick (sail),Serve in an Old-fashioned glass,"[""1 2⁄3 shot Dewar's 12 Year Old Scotch whisky"", '1⁄3 shot Ricard Pastis', '5⁄6 shot Lemon juice (freshly squeezed)', '5⁄12 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Pasteurised egg white', '3 dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,16,https://www.diffordsguide.com/cocktails/recipe/2416/pastis-whisky-sour,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/11/2017eb8ae3128672713166180bb109eb9977.jpg
Frisco Sour,Lemon zest twist (discarded) & lemon slice wheel & maraschino cherry sail,Serve in a Double old-fashioned,"['1 2⁄3 shot Bourbon whiskey', '1⁄2 shot Bénédictine D.O.M.', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄4 shot Lime juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '2 dash Angostura Aromatic Bitters', '1 dash Orange Bitters by Angostura', '1⁄2 shot Pasteurised egg white (optional)']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,29,https://www.diffordsguide.com/cocktails/recipe/2417/frisco-sour,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/50/20169201fc91d04afefbc7e344a6bebab64d.jpg
Full Monte,Lemon slice,Serve in a Sling glass,"['1⁄2 shot Bacardi Carta Blanca light rum', '1⁄2 shot Rutte Dry Gin', '1⁄2 shot Ketel One Vodka', '1⁄2 shot Patrón Silver blanco tequila', '1⁄2 shot Luxardo Maraschino liqueur', '1 shot Lemon juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '2 dash Angostura Aromatic Bitters', 'Top up with Brut Champagne']","SHAKE first eight ingredients with ice and strain into ice-filled glass. TOP with champagne, lightly stir and serve with straws.",5,https://www.diffordsguide.com/cocktails/recipe/2418/full-monte,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/14/201616961516b57b334c37c2ea0a0db271e2.jpg
Fumigator Flip,Dust with grated nutmeg & Luxardo Maraschino cherry,Serve in a Sour or Martini/Coupette glass,"['1⁄4 shot Islay single malt (peated) Scotch whisky', ""1 1⁄2 shot Dewar's 12 Year Old Scotch whisky"", '1 shot Cherry Heering cherry brandy liqueur', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1 fresh Egg yolk']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,11,https://www.diffordsguide.com/cocktails/recipe/2419/fumigator-flip,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/16/2016c1e96169614900fe8c790bd822ce4481.jpg
Gin Daisy #2 (Jerry Thomas style),Seasonal berries,Serve in a Martini glass,"['1 1⁄2 shot Rutte Old Simon Genever', '1⁄2 shot Grand Marnier or other cognac orange liqueur', '3⁄4 shot Lemon juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1 Splash Soda from siphon']",SHAKE first four ingredients with ice and fine strain into chilled glass. TOP with a splash of soda from a siphon.,2,https://www.diffordsguide.com/cocktails/recipe/2420/gin-daisy-2-jerry-thomas-style,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/12/2016ee23b87ef3af6555e4cfe4d45317f127.jpg
Gin Daisy #3 (Modern long style),Seasonal berries,Serve in a Collins glass,"['2 shot Rutte Dry Gin', '1 shot Lemon juice (freshly squeezed)', '1⁄2 shot Giffard Grenadine syrup', 'Top up with Thomas Henry Soda Water']",SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with soda and serve with straws.,10,https://www.diffordsguide.com/cocktails/recipe/2421/gin-daisy-3-modern-long-style,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/12/2016e1cdfccfed30ed7387a0b27bbb492d45.jpg
Gin Gin,Lemon zest twist,Serve in an Old-fashioned glass,"['2 shot Rutte Dry Gin', '1 shot Green ginger wine']",STIR all ingredients with ice and strain into ice-filled glass.,1,https://www.diffordsguide.com/cocktails/recipe/2422/gin-gin,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/21/2016efb13932dbe0ee182bca1ff0842cc3cd.jpg
Gin Punch #2,Seasonal berries,Serve in a Collins glass,"['3 shot Rutte Old Simon Genever', '1⁄2 shot Lemon juice (freshly squeezed)', '7 fresh Raspberries (fresh)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄4 shot Orange juice (freshly squeezed)', '1⁄6 shot Pineapple juice (fresh pressed)', '1⁄6 shot Luxardo Maraschino liqueur', '2 shot Chilled water']",SHAKE all ingredients with ice and strain into ice-filled glass. Serve with straws.,0,https://www.diffordsguide.com/cocktails/recipe/2423/gin-punch-2,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/24/20169eaafbd23816368deaf07ef4e6517807.jpg
Ginger Beer Daiquiri,Lime wedge,Serve in an Old-fashioned glass,"['1 shot Lime juice (freshly squeezed)', '1⁄2 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '2 shot Thomas Henry Ginger Beer', '2 dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and strain into ice-filled glass.,4,https://www.diffordsguide.com/cocktails/recipe/2424/ginger-beer-daiquiri,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/34/2016c42afad584b021012653b444ccbc9608.jpg
